episode,brief,trigger,action,reward
5398,email-archiver,emailReadImap,readWriteFile,1.0
5399,rss-alert,rssFeedTrigger,slack,1.0
5400,form-to-endpoint,webhook,httpRequest,1.0
5401,morning-metrics,scheduleTrigger,googleSheets,1.0
5402,email-archiver,emailReadImap,slack,0.5
5403,rss-alert,rssFeedTrigger,slack,1.0
5404,form-to-endpoint,webhook,httpRequest,1.0
5405,morning-metrics,scheduleTrigger,googleSheets,1.0
5406,email-archiver,emailReadImap,readWriteFile,1.0
5407,rss-alert,rssFeedTrigger,slack,1.0
5408,form-to-endpoint,webhook,httpRequest,1.0
5409,morning-metrics,scheduleTrigger,googleSheets,1.0
5410,email-archiver,emailReadImap,readWriteFile,1.0
5411,rss-alert,rssFeedTrigger,slack,1.0
5412,form-to-endpoint,webhook,httpRequest,1.0
5413,morning-metrics,scheduleTrigger,googleSheets,1.0
5414,email-archiver,emailReadImap,readWriteFile,1.0
5415,rss-alert,rssFeedTrigger,slack,1.0
5416,form-to-endpoint,webhook,httpRequest,1.0
5417,morning-metrics,scheduleTrigger,googleSheets,1.0
5418,email-archiver,emailReadImap,httpRequest,0.5
5419,rss-alert,rssFeedTrigger,slack,1.0
5420,form-to-endpoint,webhook,httpRequest,1.0
5421,morning-metrics,scheduleTrigger,googleSheets,1.0
5422,email-archiver,emailReadImap,readWriteFile,1.0
5423,rss-alert,rssFeedTrigger,slack,1.0
5424,form-to-endpoint,webhook,httpRequest,1.0
5425,morning-metrics,scheduleTrigger,googleSheets,1.0
5426,email-archiver,emailReadImap,readWriteFile,1.0
5427,rss-alert,rssFeedTrigger,slack,1.0
5428,form-to-endpoint,webhook,httpRequest,1.0
5429,morning-metrics,scheduleTrigger,googleSheets,1.0
5430,email-archiver,emailReadImap,readWriteFile,1.0
5431,rss-alert,rssFeedTrigger,slack,1.0
5432,form-to-endpoint,webhook,httpRequest,1.0
5433,morning-metrics,scheduleTrigger,googleSheets,1.0
5434,email-archiver,webhook,readWriteFile,0.5
5435,rss-alert,rssFeedTrigger,slack,1.0
5436,form-to-endpoint,webhook,httpRequest,1.0
5437,morning-metrics,scheduleTrigger,googleSheets,1.0
5438,email-archiver,emailReadImap,readWriteFile,1.0
5439,rss-alert,rssFeedTrigger,slack,1.0
5440,form-to-endpoint,webhook,httpRequest,1.0
5441,morning-metrics,scheduleTrigger,googleSheets,1.0
5442,email-archiver,emailReadImap,readWriteFile,1.0
5443,rss-alert,rssFeedTrigger,slack,1.0
5444,form-to-endpoint,webhook,httpRequest,1.0
5445,morning-metrics,scheduleTrigger,googleSheets,1.0
5446,email-archiver,webhook,readWriteFile,0.5
5447,rss-alert,rssFeedTrigger,slack,1.0
5448,form-to-endpoint,rssFeedTrigger,readWriteFile,0.0
5449,morning-metrics,scheduleTrigger,googleSheets,1.0
5450,email-archiver,emailReadImap,readWriteFile,1.0
5451,rss-alert,rssFeedTrigger,slack,1.0
5452,form-to-endpoint,webhook,httpRequest,1.0
5453,morning-metrics,scheduleTrigger,googleSheets,1.0
5454,email-archiver,emailReadImap,readWriteFile,1.0
5455,rss-alert,rssFeedTrigger,slack,1.0
5456,form-to-endpoint,webhook,httpRequest,1.0
5457,morning-metrics,scheduleTrigger,googleSheets,1.0
5458,email-archiver,emailReadImap,readWriteFile,1.0
5459,rss-alert,rssFeedTrigger,slack,1.0
5460,form-to-endpoint,webhook,httpRequest,1.0
5461,morning-metrics,scheduleTrigger,googleSheets,1.0
5462,email-archiver,emailReadImap,readWriteFile,1.0
5463,rss-alert,rssFeedTrigger,slack,1.0
5464,form-to-endpoint,webhook,httpRequest,1.0
5465,morning-metrics,scheduleTrigger,googleSheets,1.0
5466,email-archiver,emailReadImap,readWriteFile,1.0
5467,rss-alert,rssFeedTrigger,slack,1.0
5468,form-to-endpoint,webhook,httpRequest,1.0
5469,morning-metrics,scheduleTrigger,googleSheets,1.0
5470,email-archiver,emailReadImap,httpRequest,0.5
5471,rss-alert,rssFeedTrigger,slack,1.0
5472,form-to-endpoint,webhook,httpRequest,1.0
5473,morning-metrics,scheduleTrigger,googleSheets,1.0
5474,email-archiver,emailReadImap,readWriteFile,1.0
5475,rss-alert,rssFeedTrigger,slack,1.0
5476,form-to-endpoint,webhook,httpRequest,1.0
5477,morning-metrics,scheduleTrigger,googleSheets,1.0
5478,email-archiver,emailReadImap,readWriteFile,1.0
5479,rss-alert,rssFeedTrigger,slack,1.0
5480,form-to-endpoint,webhook,httpRequest,1.0
5481,morning-metrics,scheduleTrigger,googleSheets,1.0
5482,email-archiver,emailReadImap,readWriteFile,1.0
5483,rss-alert,rssFeedTrigger,googleSheets,0.5
5484,form-to-endpoint,webhook,httpRequest,1.0
5485,morning-metrics,scheduleTrigger,googleSheets,1.0
5486,email-archiver,scheduleTrigger,readWriteFile,0.5
5487,rss-alert,rssFeedTrigger,slack,1.0
5488,form-to-endpoint,webhook,httpRequest,1.0
5489,morning-metrics,scheduleTrigger,googleSheets,1.0
5490,email-archiver,emailReadImap,readWriteFile,1.0
5491,rss-alert,rssFeedTrigger,slack,1.0
5492,form-to-endpoint,webhook,httpRequest,1.0
5493,morning-metrics,scheduleTrigger,googleSheets,1.0
5494,email-archiver,emailReadImap,readWriteFile,1.0
5495,rss-alert,webhook,slack,0.5
5496,form-to-endpoint,webhook,httpRequest,1.0
5497,morning-metrics,scheduleTrigger,googleSheets,1.0
5498,email-archiver,emailReadImap,slack,0.5
5499,rss-alert,rssFeedTrigger,slack,1.0
5500,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
5501,morning-metrics,scheduleTrigger,googleSheets,1.0
5502,email-archiver,emailReadImap,readWriteFile,1.0
5503,rss-alert,rssFeedTrigger,slack,1.0
5504,form-to-endpoint,webhook,httpRequest,1.0
5505,morning-metrics,webhook,googleSheets,0.5
5506,email-archiver,emailReadImap,readWriteFile,1.0
5507,rss-alert,rssFeedTrigger,slack,1.0
5508,form-to-endpoint,webhook,httpRequest,1.0
5509,morning-metrics,scheduleTrigger,readWriteFile,0.5
5510,email-archiver,emailReadImap,googleSheets,0.5
5511,rss-alert,webhook,httpRequest,0.0
5512,form-to-endpoint,webhook,httpRequest,1.0
5513,morning-metrics,scheduleTrigger,googleSheets,1.0
5514,email-archiver,emailReadImap,readWriteFile,1.0
5515,rss-alert,rssFeedTrigger,slack,1.0
5516,form-to-endpoint,scheduleTrigger,httpRequest,0.5
5517,morning-metrics,scheduleTrigger,googleSheets,1.0
5518,email-archiver,emailReadImap,readWriteFile,1.0
5519,rss-alert,rssFeedTrigger,slack,1.0
5520,form-to-endpoint,webhook,httpRequest,1.0
5521,morning-metrics,webhook,googleSheets,0.5
5522,email-archiver,emailReadImap,readWriteFile,1.0
5523,rss-alert,rssFeedTrigger,slack,1.0
5524,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
5525,morning-metrics,scheduleTrigger,googleSheets,1.0
5526,email-archiver,emailReadImap,readWriteFile,1.0
5527,rss-alert,rssFeedTrigger,slack,1.0
5528,form-to-endpoint,webhook,httpRequest,1.0
5529,morning-metrics,webhook,googleSheets,0.5
5530,email-archiver,emailReadImap,readWriteFile,1.0
5531,rss-alert,rssFeedTrigger,slack,1.0
5532,form-to-endpoint,webhook,httpRequest,1.0
5533,morning-metrics,scheduleTrigger,googleSheets,1.0
5534,email-archiver,rssFeedTrigger,readWriteFile,0.5
5535,rss-alert,rssFeedTrigger,slack,1.0
5536,form-to-endpoint,webhook,httpRequest,1.0
5537,morning-metrics,scheduleTrigger,slack,0.5
5538,email-archiver,emailReadImap,readWriteFile,1.0
5539,rss-alert,rssFeedTrigger,slack,1.0
5540,form-to-endpoint,webhook,httpRequest,1.0
5541,morning-metrics,scheduleTrigger,slack,0.5
5542,email-archiver,emailReadImap,readWriteFile,1.0
5543,rss-alert,rssFeedTrigger,slack,1.0
5544,form-to-endpoint,webhook,httpRequest,1.0
5545,morning-metrics,scheduleTrigger,googleSheets,1.0
5546,email-archiver,emailReadImap,readWriteFile,1.0
5547,rss-alert,rssFeedTrigger,httpRequest,0.5
5548,form-to-endpoint,webhook,httpRequest,1.0
5549,morning-metrics,scheduleTrigger,googleSheets,1.0
5550,email-archiver,emailReadImap,readWriteFile,1.0
5551,rss-alert,scheduleTrigger,slack,0.5
5552,form-to-endpoint,webhook,httpRequest,1.0
5553,morning-metrics,scheduleTrigger,googleSheets,1.0
5554,email-archiver,emailReadImap,readWriteFile,1.0
5555,rss-alert,rssFeedTrigger,slack,1.0
5556,form-to-endpoint,webhook,httpRequest,1.0
5557,morning-metrics,scheduleTrigger,googleSheets,1.0
5558,email-archiver,emailReadImap,readWriteFile,1.0
5559,rss-alert,rssFeedTrigger,readWriteFile,0.5
5560,form-to-endpoint,webhook,httpRequest,1.0
5561,morning-metrics,scheduleTrigger,googleSheets,1.0
5562,email-archiver,emailReadImap,httpRequest,0.5
5563,rss-alert,rssFeedTrigger,slack,1.0
5564,form-to-endpoint,webhook,httpRequest,1.0
5565,morning-metrics,scheduleTrigger,googleSheets,1.0
5566,email-archiver,emailReadImap,readWriteFile,1.0
5567,rss-alert,rssFeedTrigger,slack,1.0
5568,form-to-endpoint,webhook,httpRequest,1.0
5569,morning-metrics,rssFeedTrigger,googleSheets,0.5
5570,email-archiver,emailReadImap,readWriteFile,1.0
5571,rss-alert,rssFeedTrigger,slack,1.0
5572,form-to-endpoint,webhook,httpRequest,1.0
5573,morning-metrics,scheduleTrigger,googleSheets,1.0
5574,email-archiver,emailReadImap,readWriteFile,1.0
5575,rss-alert,rssFeedTrigger,slack,1.0
5576,form-to-endpoint,webhook,httpRequest,1.0
5577,morning-metrics,scheduleTrigger,readWriteFile,0.5
5578,email-archiver,emailReadImap,readWriteFile,1.0
5579,rss-alert,rssFeedTrigger,slack,1.0
5580,form-to-endpoint,webhook,httpRequest,1.0
5581,morning-metrics,scheduleTrigger,googleSheets,1.0
5582,email-archiver,emailReadImap,readWriteFile,1.0
5583,rss-alert,rssFeedTrigger,slack,1.0
5584,form-to-endpoint,webhook,httpRequest,1.0
5585,morning-metrics,scheduleTrigger,googleSheets,1.0
5586,email-archiver,emailReadImap,googleSheets,0.5
5587,rss-alert,rssFeedTrigger,slack,1.0
5588,form-to-endpoint,webhook,httpRequest,1.0
5589,morning-metrics,scheduleTrigger,googleSheets,1.0
5590,email-archiver,rssFeedTrigger,readWriteFile,0.5
5591,rss-alert,rssFeedTrigger,slack,1.0
5592,form-to-endpoint,webhook,httpRequest,1.0
5593,morning-metrics,scheduleTrigger,googleSheets,1.0
5594,email-archiver,emailReadImap,readWriteFile,1.0
5595,rss-alert,rssFeedTrigger,slack,1.0
5596,form-to-endpoint,webhook,httpRequest,1.0
5597,morning-metrics,scheduleTrigger,googleSheets,1.0
5598,email-archiver,emailReadImap,readWriteFile,1.0
5599,rss-alert,rssFeedTrigger,slack,1.0
5600,form-to-endpoint,webhook,httpRequest,1.0
5601,morning-metrics,scheduleTrigger,googleSheets,1.0
5602,email-archiver,emailReadImap,googleSheets,0.5
5603,rss-alert,rssFeedTrigger,slack,1.0
5604,form-to-endpoint,emailReadImap,httpRequest,0.5
5605,morning-metrics,scheduleTrigger,googleSheets,1.0
5606,email-archiver,emailReadImap,readWriteFile,1.0
5607,rss-alert,rssFeedTrigger,slack,1.0
5608,form-to-endpoint,webhook,httpRequest,1.0
5609,morning-metrics,scheduleTrigger,googleSheets,1.0
5610,email-archiver,emailReadImap,readWriteFile,1.0
5611,rss-alert,webhook,slack,0.5
5612,form-to-endpoint,webhook,httpRequest,1.0
5613,morning-metrics,scheduleTrigger,readWriteFile,0.5
5614,email-archiver,emailReadImap,readWriteFile,1.0
5615,rss-alert,rssFeedTrigger,slack,1.0
5616,form-to-endpoint,webhook,httpRequest,1.0
5617,morning-metrics,scheduleTrigger,googleSheets,1.0
5618,email-archiver,emailReadImap,readWriteFile,1.0
5619,rss-alert,rssFeedTrigger,slack,1.0
5620,form-to-endpoint,webhook,httpRequest,1.0
5621,morning-metrics,scheduleTrigger,googleSheets,1.0
5622,email-archiver,emailReadImap,readWriteFile,1.0
5623,rss-alert,rssFeedTrigger,slack,1.0
5624,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
5625,morning-metrics,scheduleTrigger,googleSheets,1.0
5626,email-archiver,emailReadImap,readWriteFile,1.0
5627,rss-alert,rssFeedTrigger,slack,1.0
5628,form-to-endpoint,webhook,httpRequest,1.0
5629,morning-metrics,scheduleTrigger,googleSheets,1.0
5630,email-archiver,emailReadImap,readWriteFile,1.0
5631,rss-alert,rssFeedTrigger,slack,1.0
5632,form-to-endpoint,webhook,httpRequest,1.0
5633,morning-metrics,scheduleTrigger,googleSheets,1.0
5634,email-archiver,emailReadImap,readWriteFile,1.0
5635,rss-alert,rssFeedTrigger,slack,1.0
5636,form-to-endpoint,webhook,slack,0.5
5637,morning-metrics,scheduleTrigger,googleSheets,1.0
5638,email-archiver,emailReadImap,readWriteFile,1.0
5639,rss-alert,rssFeedTrigger,slack,1.0
5640,form-to-endpoint,webhook,httpRequest,1.0
5641,morning-metrics,scheduleTrigger,httpRequest,0.5
5642,email-archiver,emailReadImap,readWriteFile,1.0
5643,rss-alert,rssFeedTrigger,slack,1.0
5644,form-to-endpoint,webhook,httpRequest,1.0
5645,morning-metrics,scheduleTrigger,googleSheets,1.0
5646,email-archiver,webhook,readWriteFile,0.5
5647,rss-alert,rssFeedTrigger,slack,1.0
5648,form-to-endpoint,scheduleTrigger,httpRequest,0.5
5649,morning-metrics,scheduleTrigger,googleSheets,1.0
5650,email-archiver,scheduleTrigger,readWriteFile,0.5
5651,rss-alert,rssFeedTrigger,slack,1.0
5652,form-to-endpoint,webhook,httpRequest,1.0
5653,morning-metrics,scheduleTrigger,googleSheets,1.0
5654,email-archiver,emailReadImap,readWriteFile,1.0
5655,rss-alert,rssFeedTrigger,slack,1.0
5656,form-to-endpoint,webhook,httpRequest,1.0
5657,morning-metrics,scheduleTrigger,googleSheets,1.0
5658,email-archiver,scheduleTrigger,readWriteFile,0.5
5659,rss-alert,rssFeedTrigger,slack,1.0
5660,form-to-endpoint,webhook,httpRequest,1.0
5661,morning-metrics,scheduleTrigger,googleSheets,1.0
5662,email-archiver,emailReadImap,readWriteFile,1.0
5663,rss-alert,scheduleTrigger,slack,0.5
5664,form-to-endpoint,webhook,httpRequest,1.0
5665,morning-metrics,scheduleTrigger,googleSheets,1.0
5666,email-archiver,emailReadImap,readWriteFile,1.0
5667,rss-alert,rssFeedTrigger,slack,1.0
5668,form-to-endpoint,webhook,httpRequest,1.0
5669,morning-metrics,scheduleTrigger,googleSheets,1.0
5670,email-archiver,emailReadImap,readWriteFile,1.0
5671,rss-alert,rssFeedTrigger,slack,1.0
5672,form-to-endpoint,webhook,httpRequest,1.0
5673,morning-metrics,scheduleTrigger,googleSheets,1.0
5674,email-archiver,scheduleTrigger,readWriteFile,0.5
5675,rss-alert,scheduleTrigger,readWriteFile,0.0
5676,form-to-endpoint,webhook,httpRequest,1.0
5677,morning-metrics,scheduleTrigger,googleSheets,1.0
5678,email-archiver,scheduleTrigger,httpRequest,0.0
5679,rss-alert,rssFeedTrigger,slack,1.0
5680,form-to-endpoint,webhook,httpRequest,1.0
5681,morning-metrics,scheduleTrigger,googleSheets,1.0
5682,email-archiver,emailReadImap,readWriteFile,1.0
5683,rss-alert,rssFeedTrigger,slack,1.0
5684,form-to-endpoint,webhook,httpRequest,1.0
5685,morning-metrics,scheduleTrigger,googleSheets,1.0
5686,email-archiver,emailReadImap,readWriteFile,1.0
5687,rss-alert,rssFeedTrigger,slack,1.0
5688,form-to-endpoint,webhook,httpRequest,1.0
5689,morning-metrics,scheduleTrigger,googleSheets,1.0
5690,email-archiver,emailReadImap,readWriteFile,1.0
5691,rss-alert,rssFeedTrigger,readWriteFile,0.5
5692,form-to-endpoint,webhook,httpRequest,1.0
5693,morning-metrics,scheduleTrigger,googleSheets,1.0
5694,email-archiver,emailReadImap,readWriteFile,1.0
5695,rss-alert,rssFeedTrigger,slack,1.0
5696,form-to-endpoint,scheduleTrigger,httpRequest,0.5
5697,morning-metrics,scheduleTrigger,googleSheets,1.0
5698,email-archiver,emailReadImap,readWriteFile,1.0
5699,rss-alert,rssFeedTrigger,slack,1.0
5700,form-to-endpoint,webhook,httpRequest,1.0
5701,morning-metrics,scheduleTrigger,googleSheets,1.0
5702,email-archiver,emailReadImap,readWriteFile,1.0
5703,rss-alert,rssFeedTrigger,slack,1.0
5704,form-to-endpoint,webhook,httpRequest,1.0
5705,morning-metrics,scheduleTrigger,googleSheets,1.0
5706,email-archiver,emailReadImap,readWriteFile,1.0
5707,rss-alert,rssFeedTrigger,slack,1.0
5708,form-to-endpoint,webhook,httpRequest,1.0
5709,morning-metrics,scheduleTrigger,googleSheets,1.0
5710,email-archiver,emailReadImap,readWriteFile,1.0
5711,rss-alert,rssFeedTrigger,slack,1.0
5712,form-to-endpoint,webhook,httpRequest,1.0
5713,morning-metrics,scheduleTrigger,httpRequest,0.5
5714,email-archiver,emailReadImap,readWriteFile,1.0
5715,rss-alert,rssFeedTrigger,slack,1.0
5716,form-to-endpoint,webhook,httpRequest,1.0
5717,morning-metrics,scheduleTrigger,readWriteFile,0.5
5718,email-archiver,emailReadImap,readWriteFile,1.0
5719,rss-alert,emailReadImap,slack,0.5
5720,form-to-endpoint,webhook,slack,0.5
5721,morning-metrics,scheduleTrigger,slack,0.5
5722,email-archiver,emailReadImap,readWriteFile,1.0
5723,rss-alert,rssFeedTrigger,slack,1.0
5724,form-to-endpoint,webhook,httpRequest,1.0
5725,morning-metrics,scheduleTrigger,googleSheets,1.0
5726,email-archiver,emailReadImap,readWriteFile,1.0
5727,rss-alert,rssFeedTrigger,slack,1.0
5728,form-to-endpoint,webhook,httpRequest,1.0
5729,morning-metrics,scheduleTrigger,googleSheets,1.0
5730,email-archiver,emailReadImap,readWriteFile,1.0
5731,rss-alert,rssFeedTrigger,slack,1.0
5732,form-to-endpoint,webhook,httpRequest,1.0
5733,morning-metrics,scheduleTrigger,googleSheets,1.0
5734,email-archiver,emailReadImap,readWriteFile,1.0
5735,rss-alert,rssFeedTrigger,slack,1.0
5736,form-to-endpoint,webhook,httpRequest,1.0
5737,morning-metrics,scheduleTrigger,googleSheets,1.0
5738,email-archiver,webhook,readWriteFile,0.5
5739,rss-alert,rssFeedTrigger,slack,1.0
5740,form-to-endpoint,webhook,httpRequest,1.0
5741,morning-metrics,scheduleTrigger,googleSheets,1.0
5742,email-archiver,emailReadImap,readWriteFile,1.0
5743,rss-alert,rssFeedTrigger,slack,1.0
5744,form-to-endpoint,webhook,httpRequest,1.0
5745,morning-metrics,scheduleTrigger,googleSheets,1.0
5746,email-archiver,emailReadImap,readWriteFile,1.0
5747,rss-alert,rssFeedTrigger,slack,1.0
5748,form-to-endpoint,webhook,httpRequest,1.0
5749,morning-metrics,scheduleTrigger,readWriteFile,0.5
5750,email-archiver,emailReadImap,readWriteFile,1.0
5751,rss-alert,rssFeedTrigger,slack,1.0
5752,form-to-endpoint,webhook,httpRequest,1.0
5753,morning-metrics,scheduleTrigger,googleSheets,1.0
5754,email-archiver,emailReadImap,readWriteFile,1.0
5755,rss-alert,rssFeedTrigger,slack,1.0
5756,form-to-endpoint,webhook,httpRequest,1.0
5757,morning-metrics,scheduleTrigger,googleSheets,1.0
5758,email-archiver,emailReadImap,readWriteFile,1.0
5759,rss-alert,rssFeedTrigger,slack,1.0
5760,form-to-endpoint,webhook,httpRequest,1.0
5761,morning-metrics,scheduleTrigger,googleSheets,1.0
5762,email-archiver,emailReadImap,readWriteFile,1.0
5763,rss-alert,rssFeedTrigger,slack,1.0
5764,form-to-endpoint,webhook,httpRequest,1.0
5765,morning-metrics,scheduleTrigger,googleSheets,1.0
5766,email-archiver,emailReadImap,readWriteFile,1.0
5767,rss-alert,rssFeedTrigger,slack,1.0
5768,form-to-endpoint,webhook,httpRequest,1.0
5769,morning-metrics,emailReadImap,googleSheets,0.5
5770,email-archiver,webhook,readWriteFile,0.5
5771,rss-alert,rssFeedTrigger,slack,1.0
5772,form-to-endpoint,webhook,httpRequest,1.0
5773,morning-metrics,scheduleTrigger,googleSheets,1.0
5774,email-archiver,emailReadImap,httpRequest,0.5
5775,rss-alert,rssFeedTrigger,slack,1.0
5776,form-to-endpoint,webhook,httpRequest,1.0
5777,morning-metrics,scheduleTrigger,googleSheets,1.0
5778,email-archiver,webhook,readWriteFile,0.5
5779,rss-alert,rssFeedTrigger,slack,1.0
5780,form-to-endpoint,webhook,httpRequest,1.0
5781,morning-metrics,scheduleTrigger,googleSheets,1.0
5782,email-archiver,emailReadImap,readWriteFile,1.0
5783,rss-alert,rssFeedTrigger,slack,1.0
5784,form-to-endpoint,webhook,httpRequest,1.0
5785,morning-metrics,scheduleTrigger,googleSheets,1.0
5786,email-archiver,emailReadImap,readWriteFile,1.0
5787,rss-alert,rssFeedTrigger,slack,1.0
5788,form-to-endpoint,webhook,httpRequest,1.0
5789,morning-metrics,scheduleTrigger,googleSheets,1.0
5790,email-archiver,emailReadImap,readWriteFile,1.0
5791,rss-alert,rssFeedTrigger,slack,1.0
5792,form-to-endpoint,webhook,httpRequest,1.0
5793,morning-metrics,scheduleTrigger,googleSheets,1.0
5794,email-archiver,emailReadImap,readWriteFile,1.0
5795,rss-alert,rssFeedTrigger,slack,1.0
5796,form-to-endpoint,webhook,httpRequest,1.0
5797,morning-metrics,scheduleTrigger,googleSheets,1.0
5798,email-archiver,emailReadImap,readWriteFile,1.0
5799,rss-alert,rssFeedTrigger,slack,1.0
5800,form-to-endpoint,webhook,httpRequest,1.0
5801,morning-metrics,scheduleTrigger,googleSheets,1.0
5802,email-archiver,emailReadImap,readWriteFile,1.0
5803,rss-alert,rssFeedTrigger,slack,1.0
5804,form-to-endpoint,webhook,httpRequest,1.0
5805,morning-metrics,scheduleTrigger,googleSheets,1.0
5806,email-archiver,emailReadImap,httpRequest,0.5
5807,rss-alert,rssFeedTrigger,slack,1.0
5808,form-to-endpoint,webhook,httpRequest,1.0
5809,morning-metrics,scheduleTrigger,googleSheets,1.0
5810,email-archiver,emailReadImap,readWriteFile,1.0
5811,rss-alert,rssFeedTrigger,httpRequest,0.5
5812,form-to-endpoint,webhook,httpRequest,1.0
5813,morning-metrics,scheduleTrigger,googleSheets,1.0
5814,email-archiver,emailReadImap,readWriteFile,1.0
5815,rss-alert,rssFeedTrigger,slack,1.0
5816,form-to-endpoint,webhook,httpRequest,1.0
5817,morning-metrics,rssFeedTrigger,slack,0.0
5818,email-archiver,webhook,googleSheets,0.0
5819,rss-alert,rssFeedTrigger,slack,1.0
5820,form-to-endpoint,webhook,httpRequest,1.0
5821,morning-metrics,scheduleTrigger,googleSheets,1.0
5822,email-archiver,emailReadImap,readWriteFile,1.0
5823,rss-alert,rssFeedTrigger,slack,1.0
5824,form-to-endpoint,webhook,httpRequest,1.0
5825,morning-metrics,scheduleTrigger,googleSheets,1.0
5826,email-archiver,emailReadImap,readWriteFile,1.0
5827,rss-alert,rssFeedTrigger,slack,1.0
5828,form-to-endpoint,webhook,httpRequest,1.0
5829,morning-metrics,scheduleTrigger,googleSheets,1.0
5830,email-archiver,emailReadImap,readWriteFile,1.0
5831,rss-alert,rssFeedTrigger,slack,1.0
5832,form-to-endpoint,webhook,httpRequest,1.0
5833,morning-metrics,webhook,googleSheets,0.5
5834,email-archiver,emailReadImap,readWriteFile,1.0
5835,rss-alert,rssFeedTrigger,slack,1.0
5836,form-to-endpoint,webhook,httpRequest,1.0
5837,morning-metrics,scheduleTrigger,googleSheets,1.0
5838,email-archiver,emailReadImap,readWriteFile,1.0
5839,rss-alert,rssFeedTrigger,slack,1.0
5840,form-to-endpoint,webhook,httpRequest,1.0
5841,morning-metrics,scheduleTrigger,googleSheets,1.0
5842,email-archiver,emailReadImap,readWriteFile,1.0
5843,rss-alert,rssFeedTrigger,slack,1.0
5844,form-to-endpoint,webhook,httpRequest,1.0
5845,morning-metrics,scheduleTrigger,readWriteFile,0.5
5846,email-archiver,emailReadImap,readWriteFile,1.0
5847,rss-alert,rssFeedTrigger,slack,1.0
5848,form-to-endpoint,webhook,httpRequest,1.0
5849,morning-metrics,scheduleTrigger,googleSheets,1.0
5850,email-archiver,emailReadImap,readWriteFile,1.0
5851,rss-alert,rssFeedTrigger,slack,1.0
5852,form-to-endpoint,webhook,httpRequest,1.0
5853,morning-metrics,scheduleTrigger,googleSheets,1.0
5854,email-archiver,rssFeedTrigger,googleSheets,0.0
5855,rss-alert,rssFeedTrigger,slack,1.0
5856,form-to-endpoint,webhook,httpRequest,1.0
5857,morning-metrics,scheduleTrigger,googleSheets,1.0
5858,email-archiver,emailReadImap,googleSheets,0.5
5859,rss-alert,rssFeedTrigger,slack,1.0
5860,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
5861,morning-metrics,scheduleTrigger,googleSheets,1.0
5862,email-archiver,emailReadImap,readWriteFile,1.0
5863,rss-alert,rssFeedTrigger,slack,1.0
5864,form-to-endpoint,webhook,httpRequest,1.0
5865,morning-metrics,scheduleTrigger,googleSheets,1.0
5866,email-archiver,emailReadImap,readWriteFile,1.0
5867,rss-alert,rssFeedTrigger,slack,1.0
5868,form-to-endpoint,webhook,httpRequest,1.0
5869,morning-metrics,scheduleTrigger,googleSheets,1.0
5870,email-archiver,emailReadImap,readWriteFile,1.0
5871,rss-alert,rssFeedTrigger,slack,1.0
5872,form-to-endpoint,webhook,httpRequest,1.0
5873,morning-metrics,scheduleTrigger,googleSheets,1.0
5874,email-archiver,emailReadImap,readWriteFile,1.0
5875,rss-alert,rssFeedTrigger,slack,1.0
5876,form-to-endpoint,webhook,httpRequest,1.0
5877,morning-metrics,scheduleTrigger,googleSheets,1.0
5878,email-archiver,emailReadImap,readWriteFile,1.0
5879,rss-alert,rssFeedTrigger,slack,1.0
5880,form-to-endpoint,webhook,httpRequest,1.0
5881,morning-metrics,scheduleTrigger,googleSheets,1.0
5882,email-archiver,emailReadImap,readWriteFile,1.0
5883,rss-alert,rssFeedTrigger,slack,1.0
5884,form-to-endpoint,webhook,httpRequest,1.0
5885,morning-metrics,webhook,googleSheets,0.5
5886,email-archiver,emailReadImap,readWriteFile,1.0
5887,rss-alert,rssFeedTrigger,readWriteFile,0.5
5888,form-to-endpoint,webhook,httpRequest,1.0
5889,morning-metrics,scheduleTrigger,googleSheets,1.0
5890,email-archiver,emailReadImap,readWriteFile,1.0
5891,rss-alert,rssFeedTrigger,slack,1.0
5892,form-to-endpoint,webhook,httpRequest,1.0
5893,morning-metrics,scheduleTrigger,googleSheets,1.0
5894,email-archiver,emailReadImap,readWriteFile,1.0
5895,rss-alert,rssFeedTrigger,slack,1.0
5896,form-to-endpoint,webhook,httpRequest,1.0
5897,morning-metrics,scheduleTrigger,googleSheets,1.0
5898,email-archiver,emailReadImap,readWriteFile,1.0
5899,rss-alert,rssFeedTrigger,readWriteFile,0.5
5900,form-to-endpoint,webhook,httpRequest,1.0
5901,morning-metrics,webhook,googleSheets,0.5
5902,email-archiver,emailReadImap,readWriteFile,1.0
5903,rss-alert,rssFeedTrigger,slack,1.0
5904,form-to-endpoint,webhook,httpRequest,1.0
5905,morning-metrics,scheduleTrigger,googleSheets,1.0
5906,email-archiver,emailReadImap,readWriteFile,1.0
5907,rss-alert,rssFeedTrigger,slack,1.0
5908,form-to-endpoint,webhook,httpRequest,1.0
5909,morning-metrics,scheduleTrigger,readWriteFile,0.5
5910,email-archiver,emailReadImap,readWriteFile,1.0
5911,rss-alert,rssFeedTrigger,slack,1.0
5912,form-to-endpoint,webhook,httpRequest,1.0
5913,morning-metrics,scheduleTrigger,googleSheets,1.0
5914,email-archiver,scheduleTrigger,readWriteFile,0.5
5915,rss-alert,rssFeedTrigger,slack,1.0
